cik	ticker	market_cap
1125376	ensg	5513303679
887153	sim	5508659785
1530950	post	5483347584
1819928	dv	5464040415
1157557	cig	5459399306
1212545	wal	5453272159
764038	ssb	5434464035
1308606	src	5434190715
1237831	gmed	5408803926
875357	bokf	5405440146
314808	val	5404799440
1448893	esnt	5404769521
1637207	plnt	5400592130
1720671	hcp	5395775634
730263	tho	5394254127
1772016	brbr	5373194450
98362	tkr	5369280518
1757073	nvst	5357039960
1326380	gme	5354479340
766421	alk	5342154110
1068851	pb	5316874815
1366561	smar	5313603443
1567514	itci	5312902574
913353	cigi	5312397738
1411207	alsn	5311206294
1820953	afrm	5307555210
1657853	htz	5297603348
102729	vmi	5253824883
1576789	wix	5250736200
1584207	omf	5250560721
1701732	altr	5216251207
1360901	evr	5214451664
1061894	gil	5211764820
1012100	see	5176253085
109380	zion	5170265142
1906324	qdel	5157571599
1692063	sndr	5143590131
1381640	mlco	5142262380
1492074	abcm	5124227121
1288847	fivn	5114075936
1692787	kntk	5101732243
1174169	aqn	5096817325
30625	fls	5096090289
1476150	trno	5092541354
1660280	tenb	5091585830
1115055	pnfp	5091401520
1144215	ayi	5082328363
1675149	aa	5082244750
1040829	rhp	5065498442
1820877	airc	5064646506
1492422	apls	5059171308
1439288	zws	5055262966
25445	cr	5023688635
1842022	dtm	5022445017
1093691	plug	5014429067
1128928	flo	5012287953
820318	cohr	5012024933
1819848	joby	5009231314
1111928	ipgp	5004327036
1178819	agi	4997851553
849869	slgn	4967379707
824142	aaon	4960221885
711377	neog	4953619009
1627223	cc	4948735178
1786909	sbsw	4946403600
1124198	flr	4944774185
1032220	mms	4944747568
1791863	bepc	4937492870
1124941	becn	4932846296
1433642	hlne	4932183166
1562476	tmhc	4931730890
78239	pvh	4915751563
1556593	ritm	4915370563
833079	mth	4912942629
1585364	prgo	4912328246
71508	eno	4907676770
876437	mtg	4901083897
1307954	hun	4899310039
1291733	gol	4896789911
1636222	wing	4883053544
893538	sm	4872406621
1866581	bros	4870755685
70145	nfg	4870095990
1764046	clvt	4868887054
1590714	esi	4863623544
1286043	krg	4863501272
9092	bmi	4857976196
1057877	ida	4857501300
1050446	mstr	4850587132
1782754	azek	4843423476
884614	ugi	4843149255
56047	kex	4836755000
1583708	s	4833049134
793952	hog	4830344669
1071321	tkc	4822400000
1649094	pcvx	4819039291
69891	fizz	4813277896
1799208	dnb	4800740431
1674168	hgv	4796939053
1786842	vnt	4792246669
1297989	exls	4774452116
1698990	mgy	4748298045
1800227	iac	4705217616
1015328	wtfc	4700470785
763901	bpop	4694072864
833640	powi	4690808024
1828108	aur	4663123804
1743881	bbio	4658083679
1214816	axs	4649670254
1823529	act	4647819541
1004434	amg	4608671295
1639300	olli	4607076908
911177	cwst	4605680306
714310	vly	4604247010
945764	den	4595943657
1477720	asan	4594849835
1660734	trtn	4592651356
1794669	four	4590340687
71508	enj	4587335093
1822479	shc	4586853184
1516513	docs	4586343894
66901	emp	4586277860
851520	expo	4583523452
1692115	swx	4581913528
1070494	acad	4563123300
1144980	abg	4561929353
1365135	wu	4558088577
816761	tdc	4557588000
57515	lanc	4547350320
5513	unma	4546317703
1521036	lnth	4543798281
1603145	nep	4542689949
1653653	rrr	4540384145
1296445	ora	4537603150
1520262	alks	4533728767
7323	eai	4533416197
1424929	foxf	4530367040
1487712	al	4527691337
1659939	enic	4523492841
8858	avt	4521494511
18349	snv	4516563050
707179	onb	4508796490
1552275	sun	4504333656
1602065	vnom	4502566124
1576280	gh	4498192712
78150	phi	4489639005
38725	fele	4484986208
1782170	rely	4477418543
1331520	homb	4477049051
52827	ryn	4476227766
313143	hae	4466287845
85961	r	4458029495
784977	por	4457257122
1050797	colm	4453803045
60519	lpx	4443202900
9326	bcpc	4442317771
1274173	jhg	4439631854
899689	vno	4428239446
1510599	pdi	4426668900
1372612	box	4421600489
1610950	synh	4412213875
1282637	neu	4401077131
89439	mli	4392974982
949870	sam	4374635541
1835681	pwsc	4373596943
1776967	ntco	4366899117
1638833	sgry	4364212740
1621563	sum	4362334463
1833756	drs	4359680000
772406	crus	4346686777
1499620	tal	4337623827
1674862	ash	4337039594
822663	ipar	4329185961
814453	nwl	4315964000
1722608	iq	4311482554
59558	lnc	4310504655
1348952	elc	4301800055
1495222	oxlcm	4296600000
1788348	bipc	4294865927
927003	aeis	4289959953
1545851	cpg	4286138751
1636519	msgs	4278822909
1877322	esab	4269978887
1809104	alit	4268710690
70866	ncr	4265043000
1029199	eeft	4259277989
887343	colb	4259016308
1328581	bcc	4257489781
890926	rdn	4253646818
30697	wen	4248549262
1868941	flnc	4243166873
88121	seb	4229855460
1866368	cwan	4228763698
1688568	dxc	4224540011
1287865	mpw	4223998000
40211	gatx	4223220000
1289308	ens	4194037224
1747009	etrn	4180968650
73124	ntrso	4175274331
1025996	krc	4173877083
1039828	ael	4171416075
1038074	slab	4168814742
37808	fnb	4165906794
356309	njr	4159064905
1699136	whd	4147657156
1299939	cade	4147527300
1587732	ogs	4128200385
1839439	pycr	4123860006
1651052	focs	4116477242
1495222	oxlcl	4112584000
1495153	mmyt	4109371915
1094972	ugp	4105583146
36029	ffin	4102381973
67716	mdu	4093131297
1575515	sfm	4071576076
1670592	yeti	4062111074
1495222	oxlcn	4057014640
1412558	evo	4048676701
1013857	pega	4039191165
913290	fro	4038326800
46765	hp	4026774303
861878	srcl	4026542164
1363829	esgr	4023241399
840489	fcfs	4023174671
1803599	cnxc	4016974074
1567683	cwen	4010499705
1524358	vac	4005809111
1476204	peco	3997470000
776867	wtm	3995995018
1676238	brze	3994591607
729986	ubsi	3977848424
1280058	blkb	3968560359
1674416	crsp	3967396042
1496963	sqsp	3960946629
1604481	eurn	3940642610
890564	asgn	3933468000
16040	cbt	3932929345
1580905	ibp	3923783546
1569345	cxm	3923506993
1158449	aap	3901299876
1495222	oxlcz	3892112000
97216	tex	3888306000
1111335	vc	3886719167
1759509	lyft	3882091254
1338749	pch	3879692547
1549107	manu	3871506866
871763	man	3869809304
855654	imgn	3868580840
1000753	nsp	3867603363
795266	kbh	3863633034
39368	ful	3854131483
1876581	imppp	3850844591
1672013	golf	3845494022
1609253	crc	3823955099
913142	bdc	3823245445
1126874	erf	3815298460
1075415	dhcnl	3812609532
39911	gps	3812264161
90896	sky	3810225912
1104485	nog	3808351713
1742924	lthm	3808169093
856982	mmsi	3798747962
1311370	laz	3792323640
103730	vsh	3786159760
1381668	tfsl	3784442823
109380	ziono	3783626697
944695	thg	3773106534
1817358	aso	3773067426
1495222	oxlco	3758717760
1466085	irt	3748391695
1531048	nari	3745109826
1739445	aca	3744902630
933136	coop	3740176149
109380	zionl	3739542675
1728951	eprt	3739524967
1579428	axsm	3736109095
1830214	dna	3733044021
58492	leg	3730777385
1061630	bxmt	3727098351
1130464	bkh	3723315617
20520	fybr	3710960900
1877787	zgn	3706029600
874866	crvl	3700845626
1012019	rushb	3700728228
1841804	inst	3700561787
108516	wor	3700238936
1867072	kd	3700182776
29002	diod	3697153497
1071438	bak	3695058311
1178879	fold	3680890412
1320414	sem	3679530488
1527636	athm	3669699530
1477449	tdoc	3661936931
1644406	twnk	3657625696
42582	gt	3656857389
1031203	gpi	3641565274
1670541	adnt	3629196505
1805387	cere	3622215628
921738	penn	3620365184
277509	fss	3615646308
88205	spxc	3613955843
1192448	gkos	3601040579
745308	joe	3592215342
1632127	cabo	3582009210
1621434	bsm	3578045500
1075415	dhcni	3572822769
1290109	lpl	3563844372
1580560	flyw	3561319649
1934850	fg	3558845481
821130	usm	3557564528
1801661	sklz	3550037501
1590364	ftai	3549347494
1364479	hri	3548294036
750577	hwc	3531145500
825313	ab	3523626544
1801368	mp	3522770727
1628171	rvmd	3521820877
1551306	pgny	3520495459
1433660	jbt	3518725040
1820721	arry	3516900288
1122976	avnt	3514802515
1070412	cnx	3513477051
1711279	krys	3503471252
1611647	frpt	3491779479
78890	bco	3487937823
25232	cuz	3477153062
1466593	ottr	3471566663
1109345	nvmi	3466504000
1434588	lope	3460419470
1280784	hcxy	3447331099
1273813	ago	3446528649
1702744	smpl	3445135906
1061983	cytk	3444408168
917520	iart	3443382051
1745916	pfsi	3441282816
1828016	pltk	3437728353
1258602	nni	3434135881
1361113	vrns	3428710440
1441683	appn	3419679377
1012019	rusha	3412702391
1418121	aple	3409106471
868671	gbci	3407197078
1633978	lite	3407036000
1745431	stne	3402641000
773141	mdc	3393353721
43920	gef	3389573200
1666134	bl	3380180766
1458891	ne	3379339606
1806837	verx	3376284869
1834048	asai	3372924500
7431	awi	3368372313
1652130	ntla	3363541010
1158324	ccoi	3358349967
1336917	uaa	3347808475
1821586	mltx	3342734648
883984	icui	3342093780
1045450	epr	3340635676
1157601	mdgl	3340153063
817720	syna	3338691086
1429937	btg	3327633360
816956	cnmd	3325118866
797721	vsat	3322186339
1611983	lbrdp	3316844219
891024	pdco	3312301200
1142750	amn	3312184880
1417398	hi	3311887240
1509991	kos	3308186564
1682745	vrrm	3305187087
1088856	cort	3304051645
794367	m	3300164173
1396440	main	3294647959
1848309	sgml	3293942100
1856314	you	3293583620
1831651	shls	3291728134
39899	tgna	3288839122
1078271	extr	3288626676
1577526	ai	3278768135
1596967	mc	3272463261
1846832	dlo	3271379800
717954	unf	3269077487
23194	crk	3266576347
1574540	doc	3247748874
1032033	slm	3244260312
1796022	step	3243781306
1376139	cvi	3241106512
919012	aeo	3238204042
933974	azta	3236279390
1001082	dish	3224509677
1049659	sid	3222408291
857855	ucbi	3222114617
1651717	nomd	3218057500
1869198	lth	3212174658
66756	ale	3206261106
897723	sanm	3204709144
98222	tdw	3200043821
1056903	awr	3185549942
1685040	bhf	3176868728
760498	banf	3161420323
1595761	wb	3156832591
1718512	gtes	3153189574
832988	sig	3152729582
1564902	seas	3150262497
1742692	inmd	3148768350
763744	lcii	3134221254
1714899	dnli	3129101923
1581990	pagp	3123628573
1771515	go	3117416196
1070235	bb	3114487348
1664703	be	3114101199
1104506	insm	3108956000
1074769	nan	3107806424
1592386	virt	3107621856
1126956	sr	3107267362
837465	modg	3101418978
1284812	cns	3100093093
780571	itri	3098569140
1356570	wns	3097993937
928876	tsem	3093505500
1084048	zd	3090642502
101382	umbf	3086322723
912615	urbn	3085910927
1388658	irtc	3085271667
921638	ssrm	3079129700
3453	matx	3078620124
73088	nwe	3077743129
785956	jjsf	3074215267
109380	zionp	3073226341
1811414	qs	3070939821
1824920	ionq	3069702446
1056288	fhi	3061191672
896262	amed	3058294378
1420800	enov	3050949475
1840776	hgty	3045563660
1522540	mq	3035028099
1469367	run	3034051497
1430723	sfbs	3033557027
1820872	gbtg	3022991028
812074	oi	3022118133
1807192	cd	3021860506
1070081	ptct	3015304939
1336917	ua	3011967273
885590	bhc	3009401021
771497	abm	3008982905
1714174	bur	3005364312
1424182	bnl	3003839929
81362	kwr	3003526006
1517302	apam	3001799796
1169561	cvlt	3001469116
1495932	expi	3001113154
751978	vicr	2997049909
1759655	prva	2993935436
1639691	livn	2989966338
1834622	hayw	2981519393
1361658	tnl	2979889057
1845257	lfst	2978681299
1035201	cwt	2976269160
1597264	bpmc	2974392643
105132	wdfc	2969313875
1618563	nsa	2967879559
879407	arwr	2964955642
860748	kmpr	2964526906
1781755	brp	2963967514
1559053	prta	2961572796
1295947	pbh	2961465631
1136352	ceqp	2956256207
1077428	tcbi	2952529700
819793	ain	2948400000
825542	smg	2947150890
1253986	abr	2946731205
916789	hele	2943497785
109177	spb	2937733807
1015383	powwp	2935972654
1561680	tph	2931225901
17843	crs	2928924041
1337619	env	2927394836
1620533	shak	2926106183
1600438	gms	2924014292
1560327	rpd	2922732188
1345016	yelp	2918265573
889900	pten	2913990182
1459200	alrm	2900045912
1517413	fsly	2899248000
67215	dy	2896445461
56978	klic	2887479676
1710366	ceix	2880083772
1628908	evh	2879807177
1064728	btu	2877776000
1280263	amba	2872364756
1819994	rklb	2866126821
1822993	jxn	2856650240
885639	kss	2855000480
860546	ofc	2853881159
315709	iboc	2851768087
1345105	cpa	2848284800
1355444	erj	2844865549
1451809	sitm	2838464327
886977	meoh	2837266188
1760717	scpl	2832186316
1477641	dq	2823970453
910108	lxp	2820722312
1497770	wd	2820626650
1483934	stng	2814723579
1406666	calx	2809315751
1492298	sbra	2809306695
1624794	cswi	2808809835
1603756	axnx	2800574456
1902733	ncno	2799928417
1800667	frog	2798140764
1657853	htzww	2791980143
1384905	rng	2785619961
1744659	akro	2779552728
1863105	esmt	2778183686
1164863	npo	2776999140
1030894	cls	2766134350
785786	plxs	2763503941
351569	abcb	2763497341
1278895	cii	2760605684
1276520	gnw	2757799144
1617406	pk	2757072648
944148	cbz	2755171752
1580670	lgih	2752296732
1829726	tfpm	2750989373
10254	este	2749914894
1764013	imvt	2748025157
719413	hl	2747160984
1283140	hep	2743752362
888746	ccu	2741711310
894315	sitc	2739394382
850460	wire	2739125674
866706	ese	2738083585
1704715	amr	2735304804
1694028	lbrt	2734811277
1114483	itgr	2731928722
1671927	imcr	2728114930
1816007	lu	2725100000
56679	kfy	2724749525
1679688	dbrg	2720970329
793074	wern	2706766878
1656081	dava	2704798406
912958	tigo	2701970000
1615903	ifs	2695001684
860413	fibk	2693719626
1517375	spt	2686396152
1224608	cno	2681697646
104889	ghc	2678853140
876167	prgs	2676547854
1161728	mgee	2672111409
700564	fultp	2658913462
1601072	ay	2656613400
1440972	lac	2652666280
1741530	qfin	2648508885
1504764	aval	2647397547
1610250	boot	2641901100
1054905	iosp	2633059258
1469395	pam	2632041002
1114700	ggal	2626426612
1679363	morf	2625195646
1727263	ftdr	2623837088
1515673	rare	2622201775
1568162	rtlpo	2616678014
835011	mgpi	2616285893
1568162	rtlpp	2615332679
1527590	rcb	2613597529
1060822	cri	2611062155
1760965	ktb	2605852456
1577916	pinc	2605072617
1823239	mrvi	2590501498
1527590	rcc	2588126027
1297184	amph	2586904126
940942	hubg	2586731777
1144800	tac	2583954000
799292	mho	2575022852
1490978	sdgr	2574753886
926326	omcl	2569400347
935036	aciw	2569368134
1230245	pipr	2568874570
913241	shoo	2564460393
104918	ava	2564357642
84748	rog	2563988016
310142	sxt	2563301676
1575828	xpro	2562129880
928022	cpe	2561356595
1648257	hcm	2559735006
1086600	arlp	2559035047
1320695	ths	2556766063
1898416	alvo	2556047000
7789	asb	2555094054
861842	caty	2552772919
1559865	evtc	2552262828
857855	ucbio	2550593127
912892	tv	2547699000
932470	teo	2545659228
1827090	cert	2543636276
868780	dorm	2534482320
723188	cbu	2529551245
1023514	hmy	2527755378
1932737	nwtn	2522026500
1698535	nxe	2518807357
752714	mgrc	2518526380
1637873	acva	2517466490
886346	kai	2517301728
1582961	docn	2513394175
72333	jwn	2509613528
1362004	icfi	2504233243
1476765	gbdc	2503218392
901491	pzza	2501750994
1627272	or	2491929957
1651562	cour	2486370699
894405	arcb	2486102343
1299130	pacb	2485538267
1421876	glpg	2483973830
746598	brc	2483398586
1018840	anf	2478717457
1770450	xrx	2478475710
1299709	ax	2476226437
921082	hiw	2475979870
1647639	upst	2473008158
1041803	psmt	2472433940
1563411	cstm	2466087000
1590364	ftaip	2463505036
1582313	xene	2462546628
354647	cvbf	2456637241
1632790	enr	2451652113
1825088	dfh	2450609851
1777393	chpt	2448456921
67347	mod	2447379213
1804745	drvn	2444297453
1809519	gdrx	2442770296
1590364	ftaio	2442560257
1861560	nuvl	2441231431
874238	strl	2439558421
912242	mac	2437028729
1876183	ihs	2436292800
1848763	rnw	2425039275
899715	skt	2423353559
1039399	form	2419772427
1287032	psec	2417038088
36377	fhb	2415649936
1762506	vist	2414380969
1102112	pacwp	2413530940
1688476	nex	2413514917
884713	prmw	2411489755
1368622	avav	2410187985
1590364	ftain	2406654920
1834488	nabl	2399250902
828944	wsfs	2398303248
1037676	arch	2397516963
1040971	slg	2392013160
1740332	rezi	2390497602
1825155	tixt	2388750000
887733	cent	2379440013
1280784	htgc	2362800079
1810546	ebc	2361683678
700923	myrg	2358884915
1546417	blmn	2353368587
776901	indb	2349769814
1049521	mrcy	2349716076
1547903	nmih	2343355760
1207179	glng	2325818700
1836470	srad	2324994000
278166	cvco	2314637232
1355096	qrteb	2313290926
16160	calm	2313026794
1530238	yy	2309770693
1801169	open	2307183225
1364885	spr	2306889724
1109138	camt	2305088800
1717393	caap	2300012000
1767258	xpel	2295466646
1807794	crdo	2295294469
1584425	tcn	2292708474
26780	dan	2290625143
1576940	ccs	2286254989
1856608	sovo	2284726425
1853513	mcw	2284398399
1293135	vet	2281389660
1275214	csq	2280037376
1599489	vrtv	2277315396
1593538	jsm	2275778885
1866175	crgy	2274634305
1650132	fcpt	2268674442
1364250	dei	2265965751
1828365	rlx	2261938421
912093	viav	2261468953
1765159	nvei	2261390534
1568100	pd	2258108581
1606745	ltrpb	2256205341
1565687	inta	2254359165
1823306	lspd	2252437545
98677	tr	2251447208
1726978	gshd	2245803932
1828318	envx	2241777146
1039065	osis	2241034352
1857154	dnut	2226968000
1758057	lazr	2221261233
90498	sfnc	2219678699
1405495	idcc	2216347567
1570827	vctr	2213734589
1488139	amrc	2211746201
893691	door	2211030875
912562	rock	2208453262
883948	aub	2204388309
887733	centa	2199089947
877860	nhi	2198073670
50725	gff	2197261781
912766	laur	2196368988
1104657	mtrn	2195544684
1323885	atrc	2193720821
1679049	insw	2193194005
1028918	ppbi	2187507832
73756	oii	2186916322
1350593	mwa	2186101806
1408100	kw	2185648324
1561894	hasi	2185006913
821483	parr	2184569275
1526125	gds	2179939179
1576263	mrtx	2177151491
720672	sfb	2174055270
1677576	iipr	2168612208
1830043	bmbl	2166529297
700564	fult	2163545254
1122491	brfs	2156233698
1635088	roivw	2153160730
790526	rdnt	2151780907
1845815	payo	2151436650
1750	air	2147801156
1085869	prft	2142160674
1286139	lz	2140373588
1845097	ambp	2139372200
874499	gpor	2139077624
1842718	ias	2138274711
1373670	grbk	2131890292
1013131	bvn	2131207596
733269	ramp	2130857990
1823652	evex	2128533706
1630805	bwsn	2128274327
46195	boh	2125826659
1593538	navi	2124384564
766829	sjw	2117717074
1724965	talo	2114362451
1166388	vrnt	2102809485
1142596	nuva	2095868713
55242	kmt	2095607974
1669779	cwh	2093709247
1526520	trip	2093276837
1825570	pax	2093083038
1639825	pton	2092059350
1721947	jamf	2080542012
718937	staa	2078220372
803649	eqc	2077197551
1655891	trmd	2072898000
1051512	tds	2070231372
1591587	amk	2067454999
1802665	hrmy	2058004974
1828962	crct	2057611898
1703785	str	2055777250
1691303	hcc	2053675141
1628369	cwk	2053441252
1735707	gtx	2049702003
1522727	usac	2048123023
1078075	ntct	2047571280
1561032	htibp	2043563063
1273685	nymtm	2042183930
99780	trn	2040609026
1494259	carg	2035022618
1530804	trox	2028821076
1689923	ayx	2028246143
107140	wlyb	2022798490
750577	hwcpz	2018781720
1850270	prok	2018476386
107140	wly	2016699042
708955	ffbc	2013786660
1069258	ktos	2007968036
811532	fun	2006330374
1858257	avdx	2003275502
1042046	afgb	2002782140
1210677	fa	1999248055
1809122	cvac	1998905488
913760	snex	1997545030
1756262	tmdx	1993063977
1389050	aroc	1987544615
1590717	ctre	1987536154
1645113	nvcr	1983588336
931427	tgs	1978256066
903129	thrm	1974814084
730708	sbcf	1973150578
1295401	tbbk	1972067131
19745	cpk	1968141587
1265131	hth	1967074438
1853145	evcm	1959128393
9984	b	1955204042
1579877	out	1947504072
107687	wgo	1945821554
1167419	riot	1943858167
94049	scl	1942540011
891014	mtx	1937329676
1096752	epc	1934916809
1853860	ero	1932751407
1868912	enfn	1932676661
1504008	bku	1930325048
1013934	stra	1927246508
1385280	cnk	1926676066
1851194	vtyx	1925062973
1840572	bowl	1918864665
1720990	fsr	1918766461
1042046	afgd	1914523944
1366868	gsat	1908000000
1410384	qtwo	1904188013
1627475	upwk	1903207554
730464	atge	1899182489
1273685	nymtn	1893445779
1024795	hlio	1889168812
1878057	sghc	1884367800
1653477	ngvt	1880772717
1289848	hurn	1880731720
1309402	gpre	1878116855
1259708	fra	1876734097
701374	six	1874730606
800240	odp	1873173833
1043509	sah	1872045648
1260729	gdv	1869607418
1101215	bfh	1867834242
1029142	dvax	1866273703
1712807	pags	1864953000
1295810	sho	1860518525
1809987	mir	1860514890
1626115	pjt	1857599273
1830033	pcttu	1856388614
1601830	rxrx	1856215022
1630805	bwnb	1855805512
1745999	beam	1855644308
1576018	spnt	1855572228
1361538	prim	1851571601
1507605	mara	1850708244
1611547	ue	1848118147
310354	sxi	1847841881
1712184	lila	1847459979
1712184	lilak	1847459979
1110805	ns	1839949967
845877	agm	1838608474
1350653	atec	1830055488
1384101	vcyt	1822401102
1835539	olk	1822201205
912728	fwrd	1821568811
1723596	clbk	1817674814
763901	bpopm	1816897594
1725160	zntl	1809013007
885245	bke	1804313569
1792849	hpk	1802786177
1288469	mxl	1797741445
1718227	road	1796402791
861459	gva	1795456836
76605	patk	1793395588
1067294	cbrl	1793239370
1822492	hlmn	1792108517
1412100	mhnc	1791041595
1841156	pay	1786013264
1434265	gmab	1783841623
1715497	borr	1779820000
1329394	simo	1777971056
1552797	dkl	1777864896
712534	frme	1773883703
1157408	lrn	1773173057
1083446	ameh	1771414954
105418	wmk	1769648565
1868726	olpx	1767685432
1836057	bigz	1766113343
1610601	momo	1766110709
742278	res	1761569048
1077183	neo	1761489557
793733	skyw	1760328013
1706431	vir	1760034805
1898496	gety	1759155286
1561032	htia	1758849328
1386716	sblk	1756848800
1508655	tslx	1754421155
821026	ande	1752751019
1314727	sono	1749441261
1359841	hbi	1747651330
1856485	slvm	1745945623
936528	wafd	1744460780
1739942	swi	1741738591
1005757	csgs	1740786485
850209	fl	1739470628
1273685	nymtl	1739223480
1022408	plus	1739111018
1597033	sabr	1738094514
832327	bkt	1736389622
1786205	aclx	1735120238
78749	agys	1732940295
1395942	kar	1732670845
1773427	swtx	1730681083
1564618	ibtx	1726168036
799167	mrtn	1726030166
1474098	peb	1724381631
1108426	pnm	1721574334
1498710	save	1719285230
1438133	tndm	1710892864
1412100	mhla	1710648251
1704292	zlab	1710524911
1356576	supn	1708258807
59440	vgr	1705907239
1375877	csiq	1704556800
21535	cohu	1704035966
918608	ego	1702816030
1347426	bma	1699560844
1115055	pnfpp	1699513358
1689796	jbgs	1696177421
924901	vre	1693990719
1042046	afgc	1693878454
1396814	pcrx	1692828902
1308648	ag	1690868860
1772253	flng	1686625600
1413159	tgh	1685400000
1534675	tgls	1684349730
1525769	play	1680784519
1839839	jbi	1677285795
1635984	nwli	1676568822
1851003	zeta	1674786519
1616318	vsto	1668794701
1694426	dk	1668586502
1262976	cmpr	1666102037
1789832	hesm	1663679505
1034665	mhd	1663231332
88941	smtc	1662901448
1407623	roic	1659469980
1298946	drh	1653958584
805676	prk	1653949186
1826470	woof	1648983429
890196	mqy	1646808042
1392972	pro	1642042927
1114995	pi	1640850704
1617553	zip	1639683939
1339605	hees	1637022960
1731348	tlry	1636449330
28823	dbd	1632763082
898174	rzb	1630796609
1362468	algt	1629710198
1676725	idya	1629501915
1053988	muj	1627398700
1232860	mui	1624412647
1724521	rcus	1621199729
885740	spns	1619497600
887596	cake	1619281301
1795250	msge	1618830554
1690511	goos	1618054984
1855612	grabw	1617334603
1334933	uec	1614183450
18926	lumn	1612777760
1479290	rvnc	1608703480
1809541	bcat	1603642050
64996	mcy	1603547838
75288	oxm	1602870337
1529274	alkt	1601890892
1576427	crto	1597905176
807882	jack	1597175581
821130	uzd	1594593880
1725255	ahco	1593801377
1273685	nymtz	1592319463
890393	miy	1590073041
1709682	ctos	1589715650
794685	gab	1589551122
1864843	ecat	1589377844
1703057	abcl	1588004550
1756607	eqx	1586583563
715072	rnst	1582498168
1824502	achr	1581189276
1354327	pgti	1577236693
1712189	th	1575754829
1572694	gsbd	1575523490
1307748	ivt	1574830732
1601548	vvx	1573523999
103145	veco	1572603603
1529864	enva	1571694064
1532961	nvee	1571069413
1712178	naas	1569080534
1421517	erii	1566411338
1511337	rlj	1562197503
1116942	ttmi	1557029663
1482981	coco	1556496330
883412	myi	1555733436
1607939	udmy	1553493134
1001316	tgtx	1550539582
1481513	jks	1549226323
1657312	vrna	1545971833
1808834	prg	1544552118
1051004	muc	1540803173
1338940	peri	1537951200
1331284	dht	1537042500
1866550	twks	1534629863
1180262	hlf	1531513710
354707	he	1531274038
1563190	comp	1531013003
1666291	cmtg	1530548098
1483934	sbba	1528520061
50493	imkta	1528097549
887359	vcel	1527408740
1743759	crsr	1527338588
97134	tnc	1525514097
1477815	sg	1523840520
1414932	ocsl	1523097065
1157842	rqi	1520280619
1549346	sstk	1518914112
1052752	gty	1517055748
1425205	iova	1516393116
1369568	cprx	1514542398
1467760	ari	1513892054
897269	mvt	1509449620
894081	atsg	1507214476
1685040	bhfal	1506556304
1439222	agio	1502174297
946673	banr	1500542225
6955	epac	1499836462
203596	wsbc	1499308866
1854587	clbt	1499113000
1830033	pct	1498886213
1527508	ptve	1498440754
1772695	nova	1498081398
1464790	rily	1496794300
1042046	afge	1496146150
1345126	codi	1493278445
1429260	fbiop	1491201772
99614	ty	1490846147
1048268	iesc	1488321288
1810739	radi	1487778237
1685040	bhfao	1484285472
1346610	sos	1483621153
1649904	rytm	1482284857
790359	nbtb	1481265773
879361	myd	1481082119
1038186	mhn	1481082119
1587523	kn	1477446120
1462120	lob	1477293395
804116	rvt	1475768294
1612720	next	1475126363
1658551	amlx	1474898794
1124804	mdrx	1473914378
883237	vrts	1473349204
1835256	napa	1468842757
1704720	cnne	1467838398
866829	hlx	1465948802
48287	hni	1465821145
1680056	orla	1463850261
1275014	uctt	1462837801
1821769	nvts	1462721238
1415404	sats	1460655172
1025835	efsc	1458354677
1468328	adus	1456237986
1713334	msc	1453941194
1670076	ulcc	1452069544
1691445	finv	1449939886
1030469	ofg	1447870648
1710155	eye	1447482234
1773751	hims	1445505605
901243	mua	1445249487
887394	mqt	1443756461
1340122	clmt	1440847881
1649749	fbk	1440462108
1800347	etwo	1440216340
899923	mygn	1438691795
1412408	phr	1438068088
810136	plab	1434416908
703351	eat	1433887966
1537054	gogo	1433685493
712534	frmep	1433441376
1733998	nwn	1432149966
949039	do	1432000272
906338	taro	1428040000
1702780	atus	1427850096
1685040	bhfap	1424678244
1819796	gcmg	1423495315
1655759	arvn	1421631911
1446847	irwd	1421425884
1015328	wtfcp	1420118794
1829959	dcbo	1419902172
1173420	ng	1419426382
1841968	px	1418619800
1654126	zim	1418124000
36146	trmk	1418047606
1688757	esta	1415857333
66382	mlkn	1414100041
26058	cts	1409737750
1653242	ntb	1408959300
1071899	mue	1406430803
945394	svc	1403140012
1607678	vktx	1402404169
1898601	ipx	1400944460
1588978	prct	1400930558
1471265	nwbi	1400593589
821130	uze	1398467360
821130	uzf	1398467360
1669811	dfin	1398201505
1826600	mntk	1396391909
1834494	mlnk	1396152585
1406587	for	1395806853
899629	akr	1391458081
1013880	ttec	1391231210
1856031	seat	1390945935
1879016	ie	1387901519
866729	schl	1386710257
1866692	ampl	1383744734
1798618	pdo	1383389614
1029145	gogl	1383381000
1568651	oscr	1382151841
726854	chco	1381512659
882796	bcrx	1377619453
1050377	cnxn	1376380617
66004	msex	1375096290
1771007	afya	1373976688
1326732	xncr	1372889795
1822966	smr	1369742845
1004702	ocfcp	1369665529
1577670	ladr	1367052826
1015328	wtfcm	1365027979
1322436	etv	1364761679
836157	lnn	1362998797
876883	stgw	1361947126
1871130	bbuc	1356973900
1042074	cbay	1355453392
1795589	kc	1354681387
1856437	vsco	1353969811
1409493	cim	1349154325
1504776	wrby	1348312013
1645070	ster	1347669207
712537	fcf	1346839695
887905	ltc	1344954349
1687187	metcl	1342966013
1768666	bstz	1342215035
1541401	esrt	1340337789
1369241	dac	1340047500
203596	wsbcp	1338456648
1875444	arhs	1338292551
1688852	safe	1338160457
923120	gbx	1337571060
